,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income82,rincom82,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote80,pres80,if80who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,natspacz,natenviz,nathealz,natcityz,natcrimz,natdrugz,nateducz,natracez,natarmsz,nataidz,natfarez,natroadz,natsocz,natmassz,natparkz,equal1,equal2,equal3,equal4,equal5,equal6,equal7,equal8,usclass1,usclass2,usclass3,usclass4,usclass5,usclass6,usclass7,usclass8,educop,govcare,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,capimp,capinfo,capfirm,gunlaw,gunimp,guninfo,gunfirm,courts,crimimp,criminfo,crimfirm,lawimp,lawinfo,lawfirm,grass,relig,denom,other,fund,attend,maattend,paattend,reliten,postlife,postlf1,postlf2,postlf3,postlf4,postlf5,postlf6,postlf7,postlf8,postlf9,postlf10,pray,dejavu,esp,visions,spirits,grace,neargod,judge,redeemer,lover,master,mother,creator,father,spouse,friend,king,liberatr,healer,mapa,mastersp,judgeluv,frndking,crtrheal,rdeemlib,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,bible,bibley,racmar,racdin,racpush,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racschol,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confinay,conbusy,conclery,coneducy,confedy,conlaboy,conpresy,conmediy,contvy,conjudgy,consciy,conlegiy,conarmyy,mannersy,successy,honesty,cleany,judgmeny,controly,roley,amicably,obeysy,responsy,considey,interesy,studiouy,chldsex1,aged,drink,drunk,smoke,quitsmk,smokecig,evsmoke,anomia5,anomia6,anomia7,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,abimp,abinfo,abfirm,abcare,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,pornimp,porninfo,pornfirm,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,ticket,arrest,hunt,huntothr,phone,coop,comprend,form,divorce5,divrel1,divrel4,unemp5,unrel1,unrel4,hosdis5,hosrel1,hosrel4,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,trarel1,trarel5,tratot1,tratot5,feserve,meserve,taxserve,milqual,fenumok,hinumok,blnumok,milvolok,draft,draftfe,draftem,draftfem,vetfam,vetfamnw,minmilop,femilop,copunish,cojail,milokme,milokfe,upgrade,jobtrain,nukewar,landwar,morenuke,lessnuke,nonuke,guerilla,vetaid,defwrkev,defwrknw,milwrkev,milwrknw,resdefwk,obvote,obvol,objury,ob911,obeng,obknow,obmepax,obmewar,obfepax,obfewar,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,vetyears,vetkind,dwelling,dwelngh,dwelcity,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,relate8,gender8,old8,mar8,relate9,gender9,old9,mar9,away9,where9,relate10,gender10,old10,mar10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,away12,where12,relate13,gender13,old13,mar13,away13,where13,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,usintl,commun,cohort,marcohrt,zodiac,death,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1984,1,8,,,2.0,,,,,0,,,4,2,,,,4,2,2,19.0,2.0,,,,,,,,,,,4,2,,,,4,2,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,1.0,2.0,,12.0,,,,1.0,,1.0,,2,1,6.0,2,,5.0,1.0,1.0,3.0,1.0,8.0,4.0,1,0.0,0.0,0.0,1,,0.0,,,,,2,1,1,7072,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,,6.0,,,,,1.0,1.0,3.0,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,3.0,2.0,3.0,,3.0,,2.0,2.0,1.0,,7.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,,,,1.0,,,,2.0,,,,4.0,4.0,4.0,2.0,3.0,,,3.0,3.0,3.0,,2.0,2.0,,,,,,,,,,,5.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,3.0,,,,,,,,,2.0,,,3.0,2.0,2.0,2.0,2.0,,,,2.0,1.0,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,2.0,4.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,,,,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,,3.0,3.0,2.0,1,0.0,0,0,0.0,0,0,1.0,0,0,1.0,3,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0,0,0.0,2.0,3.0,3.0,,2.0,,2.0,2.0,,2.0,,,,1.0,2.0,3.0,,2.0,,2.0,,2.0,,1.0,,2.0,2.0,,,2.0,2.0,,2.0,,,2.0,3.0,3.0,1.0,1.0,2.0,,2.0,,2.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,23.0,23.0,,,1.0,0.0,,,,,,,,,,,,,,,,1.0,2.0,75.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,404,,,,,,,,,,,,,,,,2.0,1.0,,,7.0,,1.0,301,6,1.0,,,0.5165,8101,1,7222.1
1,1984,2,1,80.0,,,590.0,47.0,2.0,917.0,1,2100.0,1.0,3,1,69.0,89.0,9470.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,265.0,47.0,1.0,717.0,4810.0,1.0,3,1,47.0,61.0,6990.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,33.0,16.0,16.0,16.0,,4.0,3.0,3.0,,2,1,4.0,5,3.0,1.0,,1.0,4.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,16.0,16.0,2,1,1,7072,,,,,,,,,,,,,1.86,5.65,8.0,4.21,6.18,49.7,2.0,1.0,3.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,,,,1.0,,,,2.0,,,,1.0,2.0,4.0,1.0,1.0,41.0,,3.0,3.0,7.0,3.0,2.0,,1.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,7.0,2.0,2.0,4.0,4.0,4.0,1.0,41.0,,3.0,,,,,,,,,2.0,,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,,3.0,1.0,1.0,1,0.0,0,0,0.0,1,1,0.0,0,1,0.0,1,0.0,0.0,,0.0,,0.0,0.0,1,2,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,1.0,7.0,2.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,8.0,46773.0,46773.0,69718.0,69718.0,24.0,8.0,24.0,14.0,2.0,0.0,,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,32.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,314,5895.0,4410.0,,91.1,99.4,91.5,57.8,75.9,54.7,,,,,,,1.0,2.0,1951.0,,7.0,1.0,1.0,301,6,1.0,,,0.5165,8101,1,7222.1
2,1984,3,1,35.0,,,394.0,36.0,2.0,927.0,1,5860.0,1.0,3,1,32.0,26.0,8370.0,3,1,3,21.0,,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1.0,3.0,43.0,15.0,,11.0,,2.0,,0.0,,2,2,6.0,2,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,9.0,9.0,10.0,10.0,2,1,1,7072,3.64,7.63,7.97,3.46,3.63,41.6,,,,,,,,,,,,,3.0,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,,,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,,,,1.0,,,,3.0,,,,1.0,1.0,,2.0,2.0,,,2.0,3.0,3.0,,2.0,2.0,,,,,,,,,,,5.0,,,4.0,1.0,1.0,4.0,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,2.0,,,,,,,,,,,,3.0,4.0,4.0,2.0,2.0,,,,2.0,1.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,,1.0,,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,,1.0,,,,2.0,2.0,2.0,4.0,,1.0,1.0,3.0,2.0,,,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,1,0.0,0,0,0.0,0,0,1.0,0,1,4.0,0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0,1,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,4.0,,,,2.0,2.0,,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,15132.0,15132.0,22556.0,22556.0,1.0,1.0,,,1.0,0.0,,6.0,3.0,,1.0,1.0,,1.0,1.0,,0.0,,0.0,,4.0,1.0,2.0,42.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,1.0,4.0,1,1.0,1,0,303,3990.0,,,35.8,56.1,22.8,,,,,,,,,,1.0,2.0,1941.0,1962.0,3.0,1.0,1.0,301,6,1.0,,,0.5165,8101,1,7222.1
3,1984,4,2,16.0,,,75.0,62.0,2.0,838.0,1,3255.0,1.0,3,1,64.0,87.0,8190.0,3,1,1,27.0,2.0,1.0,40.0,,,280.0,34.0,2.0,449.0,50.0,1.0,3,1,53.0,73.0,6680.0,3,1,381.0,23.0,2.0,628.0,4700.0,1.0,3,1,38.0,39.0,4970.0,3,1,,0.0,1,1,,,,1,1,1.0,1.0,31.0,16.0,9.0,12.0,15.0,3.0,0.0,1.0,1.0,2,1,6.0,2,1.0,1.0,,1.0,2.0,1.0,0.0,2.0,3,1.0,0.0,0.0,2,0.0,2.0,12.0,8.0,16.0,8.0,2,1,1,7072,2.88,6.44,7.99,4.19,6.91,53.8,3.53,5.62,7.86,3.4,4.1,37.5,3.58,7.71,7.13,3.0,4.4,33.6,1.0,1.0,1.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,,,,1.0,,,,2.0,,,,1.0,3.0,3.0,1.0,3.0,,,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,4.0,1.0,1.0,4.0,4.0,4.0,3.0,,,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,4.0,,3.0,1.0,1.0,2,0.0,0,0,0.0,1,1,3.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,1.0,7.0,2.0,2.0,,2.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,8.0,46773.0,9905.0,69718.0,14764.0,13.0,13.0,,,1.0,0.0,,8.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,35.0,1.0,,,2.0,2.0,30.0,1.0,,,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2,4.0,11.0,2,2.0,1,0,222,710.0,3910.0,4510.0,84.2,97.8,80.3,43.0,55.4,39.1,,,,73.9,86.3,79.7,1.0,1.0,1953.0,1980.0,7.0,1.0,1.0,301,6,1.0,,,1.0331,8101,2,7222.1
4,1984,5,1,40.0,,,245.0,50.0,2.0,358.0,1,50.0,1.0,3,1,53.0,73.0,2280.0,3,1,3,22.0,,,,,,,,,,,0.0,1,1,,,,1,1,12.0,69.0,2.0,467.0,1410.0,1.0,3,1,73.0,94.0,570.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,47.0,16.0,16.0,12.0,,3.0,3.0,1.0,,1,1,5.0,3,3.0,1.0,,1.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,17.0,17.0,2,1,1,7072,1.21,3.95,7.41,4.94,7.32,60.1,,,,,,,0.41,7.78,2.0,5.67,7.82,67.9,0.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,,,,1.0,1.0,41.0,,3.0,6.0,6.0,6.0,1.0,,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,,1.0,40.0,,2.0,,,,,,,,,,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,4.0,3.0,6.0,2.0,7.0,7.0,3.0,5.0,6.0,4.0,3.0,5.0,7.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,2.0,4.0,2.0,,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,,,2.0,,,1.0,2.0,2.0,,1.0,,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,4.0,,3.0,1.0,1.0,3,1.0,0,0,0.0,0,1,0.0,0,1,2.0,1,2.0,3.0,,0.0,2.0,0.0,2.0,0,2,0.0,4.0,2.0,2.0,2.0,3.0,3.0,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,2.0,,1.0,2.0,4.0,5.0,3.0,1.0,6.0,2.0,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,8.0,92858.0,87058.0,110217.0,105892.0,,8.0,18.0,11.0,3.0,0.0,,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,46.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,306,2190.0,230.0,,73.9,86.3,79.7,86.5,94.4,93.3,,,,,,,1.0,3.0,1937.0,1959.0,5.0,2.0,1.0,301,6,1.0,,,0.5165,8101,2,7222.1
5,1984,6,1,40.0,,,220.0,50.0,2.0,708.0,1,5000.0,1.0,3,1,46.0,54.0,6870.0,3,1,3,21.0,,,,,,,,,,,0.0,1,1,,,,1,1,694.0,32.0,2.0,319.0,8440.0,1.0,3,1,40.0,36.0,1680.0,3,1,,0.0,1,1,,,,1,1,4.0,1.0,35.0,17.0,12.0,12.0,,3.0,1.0,1.0,,2,1,6.0,2,1.0,1.0,,,3.0,,,,2,0.0,1.0,0.0,1,0.0,1.0,12.0,12.0,16.0,16.0,2,1,1,7072,1.06,5.84,7.96,4.89,7.78,57.3,,,,,,,5.87,7.79,4.7,2.82,3.73,26.9,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,,2.0,1.0,4.0,2.0,2.0,,,,1.0,,,,2.0,,,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2.0,2.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,,,,,,,,,,,2.0,,,2.0,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2,3.0,1,2,0.0,0,0,,0,0,,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,8.0,46773.0,46773.0,69718.0,69718.0,,29.0,37.0,,3.0,,,8.0,3.0,3.0,,,,,,,,,,,,1.0,2.0,35.0,3.0,,,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,2.0,2.0,2,1.0,1,0,420,3000.0,8340.0,,52.0,65.3,51.8,29.9,32.4,27.0,,,,,,,,3.0,1949.0,1970.0,1.0,,1.0,301,6,1.0,,,0.5165,8101,2,7222.1
