,year,id,wrkstat,hrs1,hrs2,evwork,wrkslf,occ80,prestg80,indus80,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,widowed,spwrksta,sphrs1,sphrs2,spevwork,spwrkslf,spocc80,sppres80,spind80,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,pawrkslf,paocc80,papres80,paind80,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkborn,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income91,rincom91,region,xnorcsiz,srcbelt,size,partyid,vote88,pres88,if88who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,wirtap,grass,relig,denom,other,jew,fund,attend,reliten,postlife,spirits,grace,neargod,mapa,mastersp,judgeluv,frndking,relig16,denom16,oth16,jew16,fund16,sprel,spden,spother,spjew,spfund,sprel16,spden16,spoth16,spjew16,spfund16,prayer,bible,world1,world4,racmar,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,churhsch,god,reborn,genejob,genehire,genecanx,genecany,genegets,profits1,profits2,unpower,unprog,outofbiz,merged,reorg,orgfin,wrkyears,evunemp,numunemp,totunemp,empyears,fndjob1,fndjob2,fndjob3,fndjob4,fndjob5,fndjob6,fndjob7,fndjob8,fndjob9,intltest,skiltest,drugtest,physical,ltrsref,samejob,jobyears,thisjob1,thisjob2,thisjob3,thisjob4,thisjob5,thisjob6,thisjob7,promotng,promoted,numpromo,imppromo,futpromo,sexpromo,racpromo,advances,jobcntrl,wrkindep,lottosay,idecide,automatn,monitred,offsup,yousup,supothrs,levels,totsup,supduty1,supduty2,supduty3,supduty4,supduty5,supduty6,supduty7,othduty1,othduty2,othduty3,othduty4,othduty5,othduty6,othduty7,orgmoney,totmoney,youmoney,jobjudge,quantity,quality,wrkwell,wrkmuch,imatter,helporg,notloyal,stayorg1,samevals,proudorg,stayorg2,noticed,chngeorg,othpay,raiseall,raisehrd,raisefav,fringe1,fringe2,fringe3,fringe4,fringe5,fringe6,fringe7,fringe8,fringe9,fringe10,fringe11,jobvshme,unvote,unmanrel,cowrkrel,schoolng,training,learning,exptrain,wherewrk,findout,baseofop,splocnum,jobsall,equalize,famsuffr,hubbywrk,localnum,hapunhap,stiffpun,deathpen,premars1,xmarsex1,homosex1,abdefct1,abpoor1,abdefctw,abpoorw,taxcheat,govcheat,concong,conbiz,congovt,conchurh,concourt,conschls,polsgod,clergvte,religpub,clerggov,churhpow,godchnge,afterlif,devil,heaven,hell,miracles,bible1,theism,fatalism,godmeans,nihilism,predeter,egomeans,ownfate,relexper,marelkid,madenkid,parelkid,padenkid,religkid,denkid,religsp,densp,attendma,attendpa,attend12,prayfreq,relactiv,feelrel,schlpray,godright,socright,perright,antirel,aidsknow,aidswho,aidsdead,aidssex,aidsage,aidsrace,aidsreg,aidswho2,aidsded2,aidssex2,aidsage2,aidsrac2,aidsreg2,aidswho3,aidsded3,aidssex3,aidsage3,aidsrac3,aidsreg3,suiknew,suiwho,suisex,suiage,suirace,suireg,suiwho2,suisex2,suiage2,suirac2,suireg2,suiwho3,suisex3,suiage3,suirac3,suireg3,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partopen,partopn5,partnrs5,sexsex5,evpaidsx,evstray,prob1,prob2,prob3,prob4,hlth1,hlth2,hlth3,hlth4,hlth5,hlth6,hlth7,hlth8,hlth9,work1,work2,work3,work4,work5,work6,work7,work8,work9,finan1,finan2,finan3,finan4,finan5,hrdshp1,hrdshp2,hrdshp3,hrdshp4,hrdshp5,hrdshp6,hrdshp7,famper1,famper2,famper3,famper4,famper5,law1,law2,law3,law4,law5,law6,law7,live1,live2,live3,live4,oth1,oth2,oth3,oth4,oth5,extra1,extra2,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,vetyears,dwelling,dwelown,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,relate7,gender7,old7,mar7,relate8,gender8,old8,relate9,gender9,old9,relate10,gender10,old10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,away12,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco681,paisc681,spisc681,isco88,paisco88,spisco88,sei,pasei,spsei,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,commun,russia,japan,canada,china,israel,egypt,cohort,marcohrt,zodiac,death,ballot,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1991,1,1,40.0,,,2.0,453.0,22.0,772.0,1,4230.0,1.0,3,1,25.0,14.0,8980.0,3,1,3,20.0,,2.0,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1.0,2.0,61.0,12.0,,12.0,,1.0,,1.0,,2,1,6.0,0,3.0,5,1.0,1.0,1.0,3.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,1,,1.0,7.0,7.0,7.0,7.0,2,1,1,7072,6.0,1.0,2.0,,4.0,,,,,,,,,,,,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,,2.0,,,,2.0,8.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,2.0,,,,2.0,,,,,,,,,,,1.0,2.0,5.0,2.0,1.0,2.0,,2.0,,,,2.0,1.0,,,2.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,2.0,7.0,0.0,7.0,,,,,,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,2.0,3.0,1.0,1.0,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1.0,,,,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,40.0,2.0,,,10.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,2.0,2.0,,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,,,,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,,2.0,,2.0,,,,8.0,10.0,8.0,10.0,1.0,2.0,3.0,2.0,4.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,0.0,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,6267.0,6267.0,9582.0,9582.0,21.0,21.0,,,1.0,,,,,,0.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,1.0,2,60.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,318.0,5500.0,,,9131.0,,,28.4,,,12.6,17.3,4.5,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,6.0,0.0,3.0,3.0,1.0,1930.0,1950.0,9.0,1.0,1,1,,301,6,1.0,,,0.5311,1196,1,7222.1
1,1991,2,2,20.0,,,2.0,178.0,75.0,841.0,1,2100.0,1.0,3,1,69.0,89.0,7270.0,3,1,1,24.0,2.0,2.0,1.0,40.0,,,1.0,13.0,59.0,721.0,40.0,1.0,3,1,57.0,78.0,7470.0,3,1,1.0,84.0,86.0,831.0,3060.0,1.0,3,1,80.0,95.0,8190.0,3,1,,0.0,1,1,,,,1,1,2.0,1.0,32.0,20.0,20.0,18.0,20.0,4.0,4.0,4.0,4.0,2,1,6.0,2,2.0,1,,2.0,,4.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2,0.0,2.0,12.0,12.0,21.0,21.0,2,1,1,7072,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,6.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,3.0,,,2.0,3.0,3.0,2.0,,1.0,1.0,4.0,4.0,3.0,1.0,6.0,3.0,,,2.0,3.0,3.0,,,2.0,3.0,3.0,,,2.0,3.0,,,4.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,3.0,,,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,1.0,2.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,3.0,1.0,1.0,1,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,14.0,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,,,1.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,,5.0,,7.0,,3.0,,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,2.0,2.0,30.0,74.0,101.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,996.0,996.0,3.0,8.0,90265.0,111284.0,116917.0,132985.0,23.0,29.0,21.0,23.0,2.0,11.0,11.0,21.0,,2.0,,8.0,,,,,,,,,,,,,1.0,1,37.0,1.0,,,2.0,2.0,32.0,1.0,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2,4.0,11.0,2,2.0,1,0,403.0,1219.0,610.0,2190.0,2421.0,2221.0,1234.0,92.3,97.2,73.3,91.1,99.4,91.5,92.8,99.7,94.4,,,,73.1,90.5,71.3,,,,3.0,,,,,,,1959.0,1983.0,2.0,1.0,3,1,,301,6,1.0,,,1.0621,1196,2,7222.1
2,1991,3,1,50.0,,,2.0,7.0,59.0,700.0,1,430.0,1.0,3,1,39.0,42.0,6970.0,3,1,1,33.0,2.0,2.0,7.0,,,1.0,2.0,7.0,59.0,700.0,5700.0,1.0,3,1,47.0,55.0,6970.0,3,1,2.0,43.0,73.0,882.0,1360.0,1.0,3,1,65.0,91.0,7290.0,3,1,,0.0,1,1,,,,1,1,2.0,1.0,35.0,20.0,16.0,14.0,17.0,4.0,3.0,2.0,3.0,1,1,5.0,2,2.0,1,,1.0,1.0,2.0,2.0,8.0,4.0,3.0,1.0,0.0,0.0,2,0.0,2.0,12.0,12.0,21.0,21.0,2,1,1,7072,4.0,2.0,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,3.0,2.0,2.0,5.0,,,,,2.0,2.0,,,,3.0,7.0,3.0,3.0,4.0,5.0,,,,,2.0,,,,2.0,2.0,,,,2.0,1.0,3.0,5.0,3.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,,2.0,,,,3.0,2.0,2.0,,,,,,,3.0,2.0,1.0,4.0,1.0,,,,2.0,4.0,,2.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,14.0,2.0,,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,1.0,1.0,1.0,3.0,2.0,,2.0,3.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2000000.0,2000000.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,,,,2.0,2.0,3.0,3.0,7.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,,4.0,,4.0,,2.0,,8.0,8.0,7.0,1.0,1.0,5.0,,4.0,2.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,3.0,3.0,5.0,0.0,,,3.0,3.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,996.0,996.0,3.0,8.0,90265.0,111284.0,116917.0,132985.0,23.0,23.0,,,1.0,3.0,3.0,8.0,,2.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1,34.0,1.0,,,2.0,2.0,25.0,1.0,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,4.0,11.0,2,1.0,1,0,321.0,2110.0,210.0,2110.0,1319.0,2142.0,4115.0,73.6,83.9,73.6,67.7,76.9,76.8,85.2,95.1,90.2,,,,38.8,57.6,27.8,2.0,1.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,1956.0,1989.0,8.0,1.0,2,1,,301,6,1.0,,,1.0621,1196,2,7222.1
3,1991,4,1,45.0,,,2.0,197.0,48.0,800.0,1,2750.0,1.0,3,1,51.0,66.0,8560.0,3,1,5,,,,,,,,,,,,,0.0,1,1,,,,1,1,2.0,44.0,72.0,352.0,1320.0,1.0,3,1,75.0,94.0,3380.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,26.0,20.0,20.0,20.0,,3.0,4.0,3.0,,2,1,5.0,2,3.0,1,,1.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1,,1.0,,11.0,,13.0,2,1,1,7072,1.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,,1.0,2.0,,1.0,3.0,,,2.0,3.0,2.0,3.0,,1.0,1.0,4.0,5.0,2.0,1.0,6.0,3.0,,,2.0,3.0,,,,,,,,,,,,,4.0,4.0,2.0,4.0,2.0,1.0,,,2.0,2.0,,,,,,2.0,,,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,2.0,,,,,,,3.0,1.0,1.0,2.0,,2.0,,2.0,2.0,,,2.0,1.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,2.0,4.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,4.0,1.0,,,,2.0,2.0,,,,,,,2.0,,2.0,,1.0,2.0,2.0,2.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,3.0,1.0,1.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,,3.0,3.0,2.0,2.0,2.0,,4.0,2.0,,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,3.0,2.0,4.0,5.0,1.0,2.0,2.0,,4.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,,3.0,4.0,,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,,3.0,,3.0,,,,5.0,6.0,7.0,3.0,1.0,3.0,4.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,2.0,3.0,26.0,30.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,996.0,996.0,3.0,,,17757.0,,27150.0,3.0,3.0,,,1.0,,,,,,,9.0,,,,,,,,,,,,,1.0,2,25.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,309.0,1593.0,280.0,,2453.0,2144.0,,73.8,93.3,,52.3,74.4,42.8,89.3,95.6,95.8,,,,,,,,,,2.0,,,,,,,1965.0,,1.0,1.0,3,1,,301,6,1.0,,,0.5311,1196,2,7222.1
