,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,occ80,prestg80,indus80,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,widowed,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc80,sppres80,spind80,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc80,papres80,paind80,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkborn,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income86,rincom86,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote84,pres84,if84who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,wirtap,grass,relig,denom,other,jew,fund,attend,maattend,paattend,spattend,reliten,postlife,likediff,mindbody,palefull,pray,dejavu,esp,visions,spirits,grace,neargod,mapa,mastersp,judgeluv,frndking,relig16,denom16,oth16,jew16,fund16,sprel,spden,spother,spjew,spfund,sprel16,spden16,spoth16,spjew16,spfund16,tithing,prayer,bible,world1,world4,libtemp,contemp,prottemp,cathtemp,jewtemp,racmar,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,scisolve,scichng,scipry,scimoral,switched,switch1,switch2,switch3,switnum,switage1,switage2,switwhy1,switwhy2,marelig,maden,maoth,majew,mafund,parelig,paden,paoth,pajew,pafund,churhsch,sunsch16,grace16,join16,lapsed,churhmem,churhact,tvrelig,god,reborn,savesoul,saygrace,readword,punsin,blkwhite,rotapple,permoral,decbible,decoths,decchurh,decself,gochurch,believe,follow,goownway,myfaith,madatgod,doubts1,doubts2,doubts3,doubts4,faith1,faith2,faith3,faith4,frndcon1,frndcon2,frndcon3,frndrel1,frndrel2,frndrel3,frndden1,frndden2,frndden3,frndoth1,frndoth2,frndoth3,frndfnd1,frndfnd2,frndfnd3,mawrkwrm,kidsuffr,famsuffr,hapifwrk,homekid,housewrk,fejobind,twoincs,hubbywrk,ilikejob,wrknokid,wrkbaby,wrksch,wrkgrown,daycare1,daycare2,daycare3,daycare4,daycare5,femarry,memarry,marhappy,marfree,marfin,markids,marnomar,marlegit,marmakid,marpakid,mardiv,marhomo,numkids,nokids,onekid,twokids,threkids,fourkids,kidtrble,kidjoy,kidnofre,kidless,kidfin,kidempty,divnow,divnokid,divifkid,divkids,divwife,divhubby,mawork14,evdiv,spevdiv,cohabit,rwrknokd,rwrkbaby,rwrksch,rwrkgrwn,earnsmor,cideknew,cidewho,cidesex,cideage,ciderace,aidsknow,aidswho,aidsdead,aidssex,aidsage,aidsrace,aidssch,aidsads,aidsinsr,aidshlth,aidsmar,aidssxed,aidsids,aidsfare,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,vetyears,dwelling,dwelown,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,relate4,gender4,old4,mar4,relate5,gender5,old5,mar5,relate6,gender6,old6,mar6,relate7,gender7,old7,mar7,relate8,gender8,old8,mar8,relate9,gender9,old9,mar9,relate11,gender11,old11,mar11,relate12,gender12,old12,mar12,relate13,gender13,old13,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,isco681,paisc681,spisc681,isco88,paisco88,spisco88,sei,pasei,spsei,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,commun,russia,japan,canada,china,israel,egypt,cohort,marcohrt,zodiac,death,ballot,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1987,1,1,40.0,,,31.0,76.0,2.0,849.0,,,,1,2100.0,1.0,3,1,69.0,89.0,7270.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,192.0,57.0,2.0,748.0,,,,2825.0,1.0,3,1,46.0,57.0,7390.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,32.0,16.0,16.0,16.0,,4.0,3.0,3.0,,1,1,5.0,2,3.0,1.0,,1.0,2.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,20.0,20.0,2,1,1,7072,1.05,0.54,8.0,5.92,7.92,76.4,,,,,,,0.16,5.95,7.81,5.0,6.98,62.0,0.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,1.0,4.0,,,,3.0,0.0,,,,4.0,2.0,,,,5.0,,,,,,4.0,,,,,1.0,10.0,,,1.0,,,,,,,,,,,0.0,,3.0,4.0,4.0,,,,,,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,3.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,,,,,,,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,4.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,,,4.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,,3.0,1.0,1.0,1,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,90278.0,92594.0,112635.0,114337.0,8.0,8.0,24.0,,2.0,,,,,,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,31.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,312,1210.0,1593.0,,,,,2421.0,2419.0,,,,,91.1,99.4,91.5,74.6,92.0,71.9,,,,,,,,,,2.0,,,,,,,1955.0,,5.0,2.0,,1,,301,6,1.241,,,0.5052,8401,1,7222.1
1,1987,2,8,,,1.0,191.0,41.0,2.0,807.0,,,,1,2920.0,1.0,3,1,53.0,70.0,6570.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,14.0,62.0,2.0,149.0,,,,1460.0,1.0,3,1,70.0,94.0,2980.0,3,1,,0.0,1,1,,,,1,1,4.0,0.0,37.0,17.0,16.0,13.0,,3.0,3.0,1.0,,2,1,5.0,3,3.0,1.0,,1.0,2.0,4.0,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,2.0,12.0,,20.0,,2,1,1,7072,0.63,6.28,2.21,3.93,6.74,42.9,,,,,,,0.3,7.67,1.42,5.64,7.79,67.1,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,,,1.0,2.0,,,,2.0,3.0,,,,2.0,1.0,4.0,1.0,7.0,1.0,,,,,,2.0,5.0,3.0,5.0,1.0,2.0,,,,2.0,,,,,,,,,,,10.0,,,7.0,1.0,,,,,,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,3.0,,,,,,,3.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,,,,,2.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,,,,,,4.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,4.0,,3.0,1.0,1.0,3,,,,,,,,,,0.0,5.0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,90278.0,,112635.0,,14.0,14.0,11.0,24.0,2.0,,,,,,,8.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,29.0,5.0,7.0,2.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2,11.0,3.0,1,7.0,1,0,421,1630.0,240.0,,,,,3131.0,2145.0,,,,,62.6,84.4,55.0,83.8,93.1,90.5,,,,,,,,,,3.0,,,,,,,1950.0,,6.0,1.0,,1,,301,6,1.241,,,1.0104,8401,1,7222.1
2,1987,3,7,,,1.0,361.0,43.0,2.0,907.0,,,,1,5560.0,1.0,3,1,38.0,35.0,6370.0,3,1,2.0,21.0,1.0,,,,,,,,,,,,,,0.0,1,1,,,,1,1,452.0,31.0,2.0,407.0,,,,9410.0,1.0,3,1,30.0,15.0,6080.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,72.0,12.0,12.0,14.0,,1.0,1.0,1.0,,2,2,6.0,2,1.0,1.0,,2.0,,4.0,1.0,0.0,0.0,3,0.0,0.0,0.0,3,2.0,0.0,3.0,,3.0,,2,1,1,7072,3.43,6.5,7.94,3.68,3.81,41.2,,,,,,,3.7,8.0,6.75,3.6,4.96,37.7,3.0,1.0,2.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,,1.0,5.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,4.0,,,,3.0,0.0,,,,4.0,2.0,,,,5.0,,,,,,,7.0,1.0,1.0,7.0,2.0,,,,2.0,,,,,,,,,,,0.0,,,4.0,4.0,,,,,,2.0,,2.0,1.0,2.0,4.0,,2.0,,,,,,2.0,2.0,,3.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,,,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,,,,5.0,3.0,1.0,2.0,4.0,,,,,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,3.0,4.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,,,,,,4.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,4.0,,1.0,2.0,1.0,3,,,,,,,,,,0.0,0.0,3.0,0.0,1,0.0,0.0,,0.0,1.0,1.0,1.0,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3500.0,,5247.0,,25.0,25.0,,,1.0,,,,,,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,71.0,2.0,8.0,1.0,75.0,5.0,,,8.0,1.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,28.0,6.0,1,1.0,1,0,226,3314.0,9490.0,,,,,4142.0,3152.0,,,,,58.2,50.6,77.8,50.1,49.0,62.1,,,,,,,,,,3.0,,,,,,,1915.0,1936.0,3.0,2.0,,2,,301,6,0.4347,,,1.5155,8401,1,7222.1
3,1987,4,1,60.0,,,135.0,78.0,2.0,858.0,,,,1,2200.0,1.0,3,1,74.0,94.0,7880.0,3,1,2.0,25.0,2.0,,,,,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1.0,2.0,66.0,18.0,,12.0,,4.0,,,,2,1,6.0,2,1.0,7.0,1.0,,,2.0,1.0,1.0,4.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,20.0,18.0,2,1,1,7072,2.0,2.0,8.0,5.95,7.95,71.9,,,,,,,,,,,,,0.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,3.0,,,,3.0,4.0,,,,1.0,,1.0,4.0,5.0,3.0,,,,,,3.0,7.0,1.0,4.0,6.0,3.0,,,,3.0,,,,,,,,,,,800.0,,,5.0,1.0,,,,,,2.0,4.0,2.0,2.0,1.0,1.0,,1.0,,,,,,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,2.0,1.0,2.0,5.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,2.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,2.0,,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,,3.0,1.0,1.0,3,,,,,,,,,,0.0,0.0,3.0,1.0,1,,,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,90278.0,45000.0,112635.0,67456.0,33.0,33.0,,,1.0,,,,,,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,66.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,422,1310.0,,,,,,2310.0,,,,,,84.5,99.1,72.2,,,,,,,,,,,,,2.0,,,,,,,1921.0,1946.0,3.0,2.0,,1,,301,6,1.241,,,0.5052,8401,1,7222.1
4,1987,5,1,40.0,,,100.0,52.0,2.0,878.0,,,,1,2300.0,1.0,3,1,53.0,68.0,8470.0,3,1,1.0,27.0,2.0,2.0,1.0,35.0,,,245.0,50.0,2.0,339.0,,,,420.0,1.0,3,1,52.0,71.0,9170.0,3,1,95.0,66.0,2.0,937.0,,,,1840.0,1.0,3,1,56.0,85.0,9370.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,30.0,16.0,18.0,18.0,16.0,3.0,4.0,4.0,3.0,1,1,1.0,2,3.0,1.0,,1.0,2.0,4.0,1.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,2.0,12.0,9.0,15.0,9.0,2,1,1,7072,1.13,0.73,7.98,5.04,6.96,60.7,1.06,2.64,7.58,5.23,7.83,61.3,1.03,6.8,6.69,5.19,7.79,67.6,1.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,,1.0,4.0,,,,3.0,1.0,,,1.0,4.0,,7.0,1.0,7.0,6.0,,,,,,1.0,,,,,1.0,60.0,80.0,,3.0,4.0,,,,3.0,2.0,,,,2.0,0.0,,3.0,7.0,1.0,,,,,,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,2.0,,,,,,,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,,3.0,1.0,1.0,2,,,,,,,,,,0.0,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,27500.0,11250.0,41223.0,16864.0,25.0,11.0,25.0,26.0,2.0,15.0,15.0,,,1.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,2.0,28.0,1.0,2.0,1.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2,3.0,1.0,1,2.0,1,0,318,1930.0,1924.0,2190.0,,,,2332.0,2141.0,1239.0,,,,41.1,79.2,15.9,88.7,99.2,86.1,,,,67.8,87.3,63.6,,,,3.0,,,,,,,1957.0,1984.0,5.0,1.0,,1,,301,6,1.241,,,1.0104,8401,1,7222.1
5,1987,6,1,40.0,,,271.0,51.0,2.0,709.0,,,,1,4820.0,1.0,3,1,58.0,72.0,6970.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,2.0,0.0,32.0,20.0,,12.0,,3.0,,1.0,,1,1,5.0,2,1.0,5.0,2.0,1.0,1.0,3.0,1.0,8.0,4.0,2,0.0,0.0,0.0,2,1.0,2.0,12.0,12.0,18.0,15.0,2,1,1,7072,1.74,5.43,8.0,5.26,6.81,65.5,,,,,,,,,,,,,5.0,2.0,,2.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,2.0,,,,,,,,,,,,7.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,4.0,,,,3.0,1.0,,,,4.0,2.0,,,,5.0,,,,,,4.0,4.0,3.0,4.0,3.0,2.0,,,,2.0,,,,,,,,,,,0.0,,3.0,3.0,5.0,,,,,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,,3.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,4.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,1.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,,,4.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,,3.0,1.0,1.0,1,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,45000.0,27500.0,67456.0,41223.0,14.0,14.0,,,1.0,,,,,,,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,31.0,5.0,8.0,2.0,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,7.0,5.0,1,1.0,1,0,306,4412.0,,,,,,3411.0,,,,,,71.0,87.0,72.2,,,,,,,,,,,,,3.0,,,,,,,1955.0,,9.0,1.0,,1,,301,6,1.241,,,1.0104,8401,1,7222.1
