,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,occ80,prestg80,indus80,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,widowed,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc80,sppres80,spind80,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc80,papres80,paind80,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkborn,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income86,rincom86,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote88,pres88,if88who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,wirtap,grass,relig,denom,other,jew,fund,attend,reliten,postlife,pray,mapa,mastersp,judgeluv,frndking,relig16,denom16,oth16,jew16,fund16,sprel,spden,spother,spjew,spfund,sprel16,spden16,spoth16,spjew16,spfund16,prayer,bible,world1,world4,racmar,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,ownthing,talkback,twoclass,openmind,whypoor1,whypoor2,whypoor3,whypoor4,socdif1,socdif2,socdif3,socdif4,wlthwhts,wlthjews,wlthblks,wlthasns,wlthhsps,wlthso,workwhts,workjews,workblks,workasns,workhsps,workso,violwhts,violjews,violblks,violasns,violhsps,violso,intlwhts,intljews,intlblks,intlasns,intlhsps,intlso,farewhts,farejews,fareblks,fareasns,farehsps,fareso,patrwhts,patrjews,patrblks,patrasns,patrhsps,patrso,livejews,liveblks,liveasns,livehsps,liveno,liveso,marjew,marblk,marasian,marhisp,marno,marso,workfare,lessfare,povzone,povschs,povcol,blkzone,blkschs,blkcol,racquota,influwht,influjew,influblk,influasn,influhsp,influso,hspjobs,blkjobs,asnjobs,hsphouse,blkhouse,asnhouse,racwork,affact,discaff,discwhy1,discwhy2,discwhy3,discwhy4,discwhy5,discwhy6,obeylaw,protest1,protest2,protest3,protest4,protest5,protest6,revspeak,revpub,racspeak,racpub,crimtail,crimtap,crimread,crimhold,verdict,progtax,eqincome,setwage,setprice,cutgovt,makejobs,lessreg,hlphitec,savejobs,cuthours,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,infljobs,laborpow,buspow,govtpow,ownpower,ownsteel,ownbanks,jobsall,pricecon,hlthcare,aidold,aidindus,aidunemp,equalize,aidcol,aidhouse,protstrs,revoltrs,racists,unionsok,polint,cideknew,cidewho,cidesex,cideage,ciderace,cidereg,cidewho2,cidesex2,cideage2,ciderac2,cidereg2,cidewho3,cidesex3,cideage3,ciderac3,cidereg3,aidsknow,aidswho,aidsdead,aidssex,aidsage,aidsrace,aidsreg,aidswho2,aidsded2,aidssex2,aidsage2,aidsrac2,aidsreg2,aidswho3,aidsded3,aidssex3,aidsage3,aidsrac3,aidsreg3,suiknew,suiwho,suisex,suiage,suirace,suireg,suiwho2,suisex2,suiage2,suirac2,suireg2,suiwho3,suisex3,suiage3,suirac3,suireg3,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,sexfreq1,sexfreq2,numwomen,nummen,siborder,genetest,genegood,geneself,geneabrt,genedef1,genedef2,genedef3,parhardr,parworse,parrght,parwhere,parfin,pargovt,partime,parwork,partaxes,rolema,rolepa,rolegp,roleccp,roletchr,roleclrg,chldeduc,chldlove,chldsafe,chldmorl,chldsup,chldhome,chldhlth,chldskls,chldtime,inffilms,infpubtv,infnettv,infadstv,infmusic,sppregnt,sphlthkd,spheadst,sppoorkd,spwrkpar,sphomekd,spdsabkd,spdrugs,spfoodkd,sppill,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,vetyears,dwelling,dwelown,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,where7,relate8,gender8,old8,mar8,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,away12,where12,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,isco681,paisc681,spisc681,isco88,paisco88,spisco88,sei,pasei,spsei,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,commun,russia,japan,canada,china,israel,egypt,cohort,marcohrt,zodiac,death,ballot,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1990,1,1,40.0,,,32.0,55.0,2.0,409.0,164.0,54.0,710.0,1,2430.0,1.0,3,1,55.0,73.0,6970.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,230.0,39.0,1.0,669.0,19.0,51.0,641.0,310.0,1.0,3,1,39.0,40.0,8680.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,65,16.0,2.0,0.0,,3.0,0.0,0.0,,2,1,3.0,1,3.0,1.0,,2.0,,4.0,1.0,8.0,4.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,16.0,15.0,2,1,1,7072,1.46,5.94,7.99,4.86,6.39,63.7,,,,,,,1.44,5.95,7.74,3.97,5.99,43.7,5.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,5.0,,,,,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,1.0,2.0,4.0,3.0,,,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,4.0,4.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,4.0,7.0,5.0,6.0,7.0,0.0,6.0,1.0,1.0,2.0,2.0,,1.0,,,,4.0,2.0,3.0,,,,,,,3.0,2.0,1.0,3.0,,,,,2.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,3.0,2.0,,2.0,1.0,3.0,3.0,2.0,,,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,3.0,3.0,1.0,1.0,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,,0.0,,0.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,6.0,2.0,6.0,5.0,4.0,2.0,5.0,2.0,6.0,4.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,4.0,4.0,,3.0,3.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,8.0,28830.0,24395.0,43589.0,36883.0,12.0,12.0,,,1.0,,,,,,0.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1,2.0,64.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,303.0,1910.0,5000.0,,1910.0,2190.0,,2432.0,1225.0,,71.6,63.5,,77.2,97.5,59.3,41.0,54.2,35.3,,,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,3.0,1925,,3.0,1.0,2,1,,301,6,1.0,,,0.5313,1132,1,7222.1
1,1990,2,1,35.0,,,321.0,36.0,2.0,339.0,376.0,40.0,172.0,1,5240.0,1.0,3,1,31.0,20.0,6480.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,801.0,41.0,1.0,17.0,473.0,40.0,10.0,205.0,1.0,3,1,46.0,58.0,170.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,42,20.0,12.0,12.0,,4.0,1.0,1.0,,1,1,2.0,3,3.0,1.0,,1.0,1.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,16.0,16.0,2,1,1,7072,2.46,6.51,7.79,4.13,5.49,48.3,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,4.0,,,,3.0,0.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,60.0,81.0,,3.0,,,,,,,,,,,1.0,2.0,5.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,,5.0,4.0,4.0,7.0,5.0,5.0,3.0,1.0,2.0,2.0,,1.0,,,,4.0,1.0,2.0,,,,,,,3.0,2.0,1.0,3.0,,,,,1.0,4.0,,2.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,,1.0,1.0,3.0,,2.0,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,,0.0,,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,,,,,,,4.0,7.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,3.0,4.0,4.0,5.0,,3.0,3.0,3.0,3.0,3.0,,3.0,1.0,3.0,3.0,1.0,1.0,,,,,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,1.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,5.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,50.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,4.0,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,3.0,,3.0,,5.0,,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,28830.0,28830.0,43589.0,43589.0,,8.0,11.0,,3.0,,,,,,0.0,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1,1.0,41.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,218.0,3990.0,6110.0,,4431.0,6110.0,,3415.0,1221.0,,53.3,37.3,,37.6,58.9,24.3,39.9,45.2,40.3,,,,,,,2.0,1.0,1.0,,,,,,,,1948,,7.0,2.0,2,1,,301,6,1.0,,,0.5313,1132,1,7222.1
2,1990,3,1,60.0,,,202.0,72.0,2.0,707.0,19.0,51.0,710.0,1,4820.0,1.0,3,1,58.0,72.0,6970.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,202.0,72.0,2.0,707.0,19.0,51.0,710.0,4820.0,1.0,3,1,58.0,72.0,6970.0,3,1,,0.0,1,1,,,,1,1,4.0,0.0,25,16.0,18.0,16.0,,3.0,4.0,3.0,,1,1,6.0,7,3.0,1.0,,1.0,2.0,5.0,1.0,0.0,0.0,2,0.0,0.0,0.0,2,1.0,1.0,,,,,2,1,1,7072,1.29,3.33,7.99,5.06,7.81,60.1,,,,,,,1.29,3.33,7.99,5.06,7.81,60.1,6.0,1.0,2.0,,7.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,43.0,,,3.0,3.0,2.0,2.0,4.0,6.0,3.0,3.0,6.0,1.0,43.0,,,3.0,,,,,,,,,,,2.0,2.0,4.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,3.0,3.0,3.0,5.0,,,,,,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,3.0,,3.0,1.0,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2,2.0,3.0,2.0,2.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,,7.0,,,1.0,1.0,4.0,,4.0,,1.0,1.0,,,,1.0,3.0,4.0,5.0,4.0,,3.0,3.0,,,,,3.0,1.0,3.0,,,,5.0,3.0,5.0,1.0,3.0,2.0,,,,,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,4.0,4.0,2.0,4.0,4.0,4.0,,,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,,4.0,,,2.0,5.0,3.0,,3.0,0.0,,,,,,,,,,,,,,,,1.0,7.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,20.0,3.0,6.0,0.0,3.0,,2.0,7.0,,,,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,,1.0,2.0,,1.0,,1.0,3.0,3.0,3.0,4.0,,,,,,11.0,8.0,11.0,,2.0,,,,,,0.0,8.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,1,2.0,24.0,5.0,,,8.0,2.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,9.0,6.0,1,1.0,1,0,224.0,2114.0,2114.0,,2190.0,2190.0,,3411.0,3411.0,,63.5,63.5,,71.0,87.0,72.2,71.0,87.0,72.2,,,,,,,2.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,1965,,,,1,1,,301,6,1.0,,,1.0627,1132,1,7222.1
3,1990,4,1,45.0,,,394.0,36.0,2.0,447.0,389.0,33.0,440.0,1,5600.0,1.0,3,1,40.0,39.0,6670.0,3,1,5.0,,,,,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,657.0,674.0,34.0,630.0,4700.0,1.0,3,1,38.0,39.0,5170.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,39,14.0,,12.0,,1.0,0.0,1.0,,2,1,6.0,2,1.0,1.0,,1.0,1.0,3.0,1.0,8.0,4.0,2,0.0,0.0,0.0,2,0.0,1.0,12.0,12.0,16.0,16.0,2,1,1,7072,4.1,7.49,7.52,3.3,3.43,35.6,,,,,,,1.44,5.97,7.19,3.93,6.64,47.6,0.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,4.0,,,,3.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,1.0,3.0,,,4.0,3.0,,,,,,,,,,,1.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,7.0,5.0,5.0,,,,,,,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,4.0,2.0,1.0,4.0,,,,,,,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,12.0,3.0,1.0,1.0,2,2.0,3.0,3.0,4.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,1.0,6.0,7.0,7.0,4.0,3.0,7.0,3.0,3.0,4.0,2.0,4.0,7.0,3.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,,3.0,1.0,3.0,,,,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,4.0,5.0,1.0,1.0,3.0,2.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,25.0,0.0,50.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,11.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,28830.0,28830.0,43589.0,43589.0,11.0,11.0,10.0,2.0,2.0,,,,,,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,1,2.0,39.0,5.0,,,8.0,1.0,33.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,7.0,5.0,1,1.0,1,0,330.0,3990.0,2190.0,,3990.0,9430.0,,4132.0,1233.0,,50.5,28.9,,49.4,63.1,47.5,43.0,55.4,39.1,,,,,,,2.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,1951,,11.0,1.0,1,1,,301,6,1.0,,,1.0627,1132,1,7222.1
