,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,wrkgovt,commute,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income86,rincom86,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote84,pres84,if84who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,cappun,courts,wirtap,grass,relig,denom,other,fund,attend,maattend,paattend,spattend,reliten,postlife,likediff,mindbody,restact,palefull,mapa,mastersp,judgeluv,frndking,crtrheal,rdeemlib,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,prayerx,libtemp,contemp,prottemp,cathtemp,jewtemp,fepriest,feclergy,racopen,raclive,racclos,racdis,racinteg,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,mannersy,successy,honesty,cleany,judgmeny,controly,roley,amicably,obeysy,responsy,considey,interesy,studiouy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,joblose,jobfind,satjob,class,satfin,finalter,finrela,mininc,unemp,getaid,union,fehome,fework,fepres,fepol,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,spdue,sppaid,premarsx,teensex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,malive,mavisit,matime,macall,palive,pavisit,patime,pacall,sisnum,sisvisit,sistime,siscall,bronum,brovisit,brotime,brocall,daunum,dauvisit,dautime,daucall,sonnum,sonvisit,sontime,soncall,posslq,grparnum,grkidnum,unaunum,inlawnum,relnum,relmost,relvisit,reltime,relcall,frinum,friwork,frineigh,frisex,frivisit,fritime,fricall,chores1,chores2,sick1,sick2,borrow1,borrow2,upset1,upset2,down1,down2,change1,change2,livecom,livehome,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,dwelling,dwelown,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,relate8,gender8,old8,mar8,relate9,gender9,old9,mar9,away9,where9,relate10,gender10,old10,away10,where10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,russia,japan,canada,china,israel,egypt,welfare1,welfare2,welfare3,welfare4,welfare5,welfare6,cohort,marcohrt,zodiac,death,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1986,1,1,40.0,,,270.0,44.0,2.0,2.0,60.0,718.0,1,6200.0,1.0,3,1,49.0,63.0,770.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,270.0,44.0,1.0,718.0,220.0,1.0,3,1,53.0,75.0,770.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,28.0,14.0,12.0,0.0,,1.0,1.0,0.0,,1,1,6,2,1.0,1,,2.0,5.0,1.0,8.0,4.0,2,0.0,0.0,0.0,2,1.0,1.0,11.0,11.0,13.0,13.0,2,1,1,7072,2.99,5.02,8.0,3.95,5.82,47.8,,,,,,,2.99,5.02,8.0,3.95,5.82,47.8,3.0,1.0,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,1.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,3.0,,,,,,,,,1.0,,70.0,70.0,70.0,70.0,70.0,,1.0,2.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,,,,,,5.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,,1.0,1.0,,4.0,3.0,3.0,3.0,2.0,1.0,5.0,300.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,2,,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,1.0,3.0,3.0,3.0,0.0,,,,0.0,,,,4.0,0.0,0.0,6.0,1.0,25.0,9.0,3.0,3.0,3.0,6.0,0.0,0.0,2.0,5.0,3.0,2.0,15.0,10.0,16.0,10.0,3.0,7.0,15.0,10.0,10.0,15.0,15.0,10.0,27.0,6.0,3.0,7.0,21659.0,21659.0,32438.0,32438.0,21.0,21.0,11.0,,2.0,,,,,,8.0,2.0,1,1,27.0,5.0,,,8.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,9.0,6.0,1,1.0,1,0,329.0,4411.0,4411.0,,46.0,35.1,64.9,59.1,58.5,74.0,,,,,,,2.0,1.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1958.0,,3.0,1.0,1,,301,6,1.0,,,1.0072,8301,1,7222.1
1,1986,2,7,,,1.0,195.0,51.0,2.0,2.0,10.0,727.0,1,5400.0,1.0,3,1,38.0,29.0,7470.0,3,1,2,27.0,2.0,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,68.0,10.0,1.0,3,1,72.0,90.0,770.0,3,1,,0.0,1,1,,,,1,1,2.0,1.0,54.0,16.0,16.0,12.0,,3.0,3.0,1.0,,2,1,5,3,3.0,1,,2.0,5.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,,19.0,,2,1,1,7072,1.69,5.42,5.87,5.11,7.01,62.7,,,,,,,2.06,6.37,6.13,3.91,6.91,45.4,6.0,1.0,2.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,7.0,1.0,2.0,1.0,1.0,1.0,50.0,,3.0,2.0,0.0,0.0,,2.0,2.0,,,,,3.0,3.0,1.0,1.0,7.0,3.0,1.0,50.0,,3.0,,,,,,,,,2.0,,25.0,95.0,100.0,80.0,60.0,,2.0,1.0,2.0,,,,2.0,1.0,,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,,,,,,4.0,2.0,2.0,,0.0,6.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,4.0,1.0,3.0,5.0,997.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4,2.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,,,,2.0,,,,2.0,6.0,6.0,5.0,0.0,,,,0.0,,,,1.0,6.0,5.0,3.0,4.0,0.0,0.0,15.0,3.0,50.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,14.0,5.0,9.0,10.0,13.0,17.0,9.0,10.0,9.0,10.0,9.0,10.0,32.0,2.0,3.0,8.0,56058.0,,83957.0,,8.0,8.0,,,1.0,,,,,,8.0,1.0,1,2,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,414.0,1990.0,2190.0,,25.7,51.1,9.4,77.4,85.7,87.0,,,,,,,2.0,1.0,1.0,4.0,2.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1932.0,1959.0,6.0,2.0,1,,301,6,1.0,,,0.5036,8301,1,7222.1
2,1986,3,1,40.0,,,184.0,51.0,2.0,2.0,35.0,339.0,1,2830.0,1.0,3,1,51.0,69.0,6480.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,260.0,42.0,2.0,339.0,4800.0,1.0,3,1,38.0,36.0,6480.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,44.0,16.0,16.0,16.0,,3.0,3.0,3.0,,2,1,5,2,2.0,1,,2.0,4.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1,,1.0,12.0,6.0,15.0,6.0,2,1,1,7072,0.61,5.48,7.85,5.39,7.37,65.3,,,,,,,2.57,5.01,8.0,4.42,6.19,53.5,0.0,1.0,1.0,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,5.0,1.0,2.0,1.0,2.0,2.0,,,2.0,0.0,7.0,7.0,,2.0,1.0,4.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,,,2.0,,,,,,,,,1.0,,70.0,70.0,70.0,60.0,85.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,,,,,,7.0,2.0,2.0,5.0,6.0,4.0,2.0,2.0,,1.0,2.0,,2.0,2.0,1.0,4.0,2.0,1.0,4.0,997.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,,1.0,1.0,,,,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,7.0,1.0,6.0,1.0,6.0,1.0,4.0,0.0,,,,3.0,5.0,1.0,3.0,0.0,,,,0.0,,,,4.0,1.0,0.0,6.0,3.0,0.0,13.0,,,,10.0,0.0,0.0,2.0,4.0,2.0,1.0,11.0,10.0,11.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,18.0,6.0,3.0,8.0,28029.0,6625.0,41978.0,9922.0,14.0,14.0,8.0,35.0,2.0,,,,,,8.0,2.0,1,2,39.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,313.0,1591.0,4420.0,,73.4,94.0,62.9,61.5,79.4,59.4,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1942.0,,6.0,2.0,1,,301,6,1.0,,,0.5036,8301,1,7222.1
3,1986,4,5,,,1.0,311.0,36.0,2.0,1.0,25.0,927.0,1,630.0,1.0,3,1,47.0,59.0,9480.0,3,1,4,18.0,,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,1.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,6.0,2.0,77.0,14.0,,12.0,,1.0,,1.0,,2,2,5,5,3.0,5,1.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,1.0,,,,,2,1,1,7072,3.0,8.0,8.0,3.0,3.0,35.3,,,,,,,,,,,,,0.0,1.0,1.0,,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,4.0,1.0,2.0,2.0,2.0,1.0,10.0,,1.0,7.0,7.0,,,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,,1.0,,,,,,,,,2.0,,15.0,40.0,100.0,85.0,85.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,,2.0,,1.0,,,,3.0,2.0,1.0,3.0,500.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,,,,,2.0,,,,3.0,4.0,2.0,1.0,1.0,7.0,4.0,4.0,1.0,4.0,2.0,1.0,0.0,,,,3.0,0.0,2.0,1.0,0.0,16.0,3.0,1.0,,,5.0,0.0,0.0,2.0,4.0,3.0,3.0,8.0,14.0,11.0,15.0,8.0,9.0,4.0,9.0,4.0,9.0,4.0,8.0,56.0,14.0,4.0,,,,,,1.0,1.0,,,1.0,,,,,,8.0,2.0,1,2,75.0,4.0,,,5.0,2.0,21.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,11.0,3.0,4,1.0,1,0,301.0,3390.0,,,65.3,82.4,65.0,,,,,,,,,,2.0,2.0,1.0,9.0,1.0,0.0,4.0,2.0,9.0,3.0,2.0,4.0,2.0,2.0,3.0,1909.0,1927.0,10.0,2.0,1,,301,6,1.0,,,1.0072,8301,1,7222.1
4,1986,5,2,,,,,,2.0,,25.0,,0,,,5,2,,,,5,2,4,35.0,,,,,,,,,,,,4,2,,,,4,2,,,2.0,,,,5,2,,,,5,2,,,4,2,,,,4,2,9.0,2.0,44.0,14.0,,,,2.0,0.0,,,2,2,3,6,3.0,1,,2.0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,3,0.0,,,,,,2,1,1,7072,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,15.0,,1.0,5.0,7.0,7.0,,3.0,,7.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,15.0,,1.0,,,,,,,,,2.0,,90.0,70.0,90.0,90.0,90.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,3.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,,,1.0,3.0,5.0,3.0,,,3.0,1.0,1.0,2.0,,,,2.0,3.0,2.0,3.0,2.0,1.0,300.0,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,4.0,3.0,2.0,1.0,1,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,5.0,1.0,7.0,8.0,5.0,3.0,7.0,8.0,5.0,3.0,7.0,8.0,5.0,0.0,,,,2.0,1.0,,,,0.0,0.0,2.0,4.0,2.0,13.0,,,,2.0,0.0,1.0,2.0,7.0,3.0,6.0,5.0,9.0,5.0,13.0,13.0,17.0,9.0,15.0,2.0,15.0,2.0,9.0,25.0,3.0,,,,,,,1.0,1.0,,,1.0,,,,,,8.0,2.0,1,2,43.0,4.0,,,3.0,1.0,22.0,5.0,,,3.0,1.0,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,23.0,3.0,2,1.0,1,0,316.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1942.0,1977.0,3.0,2.0,1,,301,6,1.0,,,1.5108,8301,1,7222.1
5,1986,6,7,,,1.0,902.0,12.0,2.0,1.0,10.0,937.0,1,4220.0,1.0,3,1,24.0,15.0,9390.0,3,1,4,18.0,,,,,,,,,,,0.0,1,1,,,,1,1,361.0,43.0,2.0,907.0,5540.0,1.0,3,1,45.0,46.0,6370.0,3,1,,0.0,1,1,,,,1,1,4.0,8.0,47.0,10.0,,12.0,,0.0,0.0,1.0,,1,2,6,2,1.0,1,,1.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,5.0,,5.0,,2,1,1,7072,6.43,7.54,6.93,2.25,2.56,18.2,,,,,,,3.43,6.5,7.94,3.68,3.81,41.2,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,5.0,,,,3.0,7.0,2.0,,3.0,2.0,,,,,7.0,1.0,1.0,7.0,1.0,1.0,1.0,50.0,,3.0,,,,,,,,,1.0,,60.0,60.0,50.0,40.0,30.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,3.0,1.0,2.0,6.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,7.0,6.0,4.0,2.0,2.0,,1.0,1.0,,,,,1.0,3.0,2.0,1.0,250.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,,3.0,1.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,8.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,3.0,1.0,6.0,6.0,3.0,1.0,7.0,6.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,8.0,10.0,1.0,14.0,5.0,3.0,2.0,6.0,7.0,0.0,3.0,1.0,3.0,3.0,6.0,9.0,7.0,11.0,1.0,2.0,9.0,9.0,7.0,9.0,7.0,9.0,7.0,43.0,2.0,5.0,4.0,5606.0,,8396.0,,1.0,1.0,,,1.0,,,,,,8.0,,1,1,47.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1,1.0,4.0,1,1.0,1,0,301.0,5520.0,3314.0,,20.7,22.3,14.7,59.8,52.1,79.6,,,,,,,1.0,2.0,2.0,,0.0,2.0,0.0,9.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1939.0,1957.0,11.0,2.0,1,,301,6,1.0,,,0.5036,8301,1,7222.1
6,1986,7,7,,,2.0,,,,,,,0,,,4,2,,,,4,2,5,,,,,,,,,,,,,4,2,,,,4,2,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,2.0,0.0,19.0,10.0,,9.0,,0.0,,0.0,,2,1,6,2,1.0,5,1.0,2.0,3.0,2.0,8.0,4.0,4,0.0,1.0,1.0,2,0.0,1.0,9.0,,9.0,,2,1,1,7072,,,,,,,,,,,,,,,,,,,5.0,3.0,,,4.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,,2.0,3.0,7.0,,,2.0,1.0,7.0,1.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,1.0,60.0,60.0,60.0,60.0,50.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,5.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,,3.0,3.0,2.0,3.0,3.0,500.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0,1.0,0.0,,0.0,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,4.0,1.0,0.0,6.0,0.0,6.0,6.0,5.0,6.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,12.0,9.0,2.0,1.0,1.0,2.0,2.0,9.0,1.0,9.0,2.0,9.0,11.0,3.0,5.0,4.0,11466.0,,17173.0,,22.0,22.0,,,1.0,,,,,,8.0,2.0,1,2,37.0,2.0,,,3.0,2.0,18.0,5.0,,,3.0,1.0,14.0,5.0,,,3.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2,12.0,13.0,2,3.0,1,0,304.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1967.0,,4.0,2.0,1,,301,6,1.0,,,1.0072,8301,1,7222.1
