,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,occ80,prestg80,indus80,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,widowed,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc80,sppres80,spind80,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc80,papres80,paind80,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkborn,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income86,rincom86,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote84,pres84,if84who,vote88,pres88,if88who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,wirtap,grass,relig,denom,other,jew,fund,attend,maattend,paattend,spattend,reliten,postlife,likediff,mindbody,palefull,pray,dejavu,esp,visions,spirits,grace,neargod,mapa,mastersp,judgeluv,frndking,relig16,denom16,oth16,jew16,fund16,sprel,spden,spother,spjew,spfund,sprel16,spden16,spoth16,spjew16,spfund16,tithing,prayer,bible,world1,world4,libtemp,contemp,prottemp,cathtemp,jewtemp,relgrade,racmar,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,churhsch,jobsall,aidunemp,timepdwk,timehhwk,timefam,timefrnd,timeleis,timerelx,wrkearn,wrkenjoy,wrkimp,hwduties,yrsfirm,dowell,expernc,paysame,ageemp,sexemp,famresp,educemp,dk,bosswrks,strngun,secjob,hiinc,promotn,leisure,intjob,wrkindp,hlpoths,hlpsoc,flexhrs,unpeople,unmoney,unslfcon,unrespct,unfamten,unjobexp,unbored,undk,empself,smallbig,indusoth,privgovt,workweek,wantjob,findjob,iwrkhard,hrsmoney,ryrsfirm,rdowell,rpaysame,rexpernc,rageemp,rfamresp,reducemp,rdk,rsecjob,rhiinc,rpromotn,rleisure,rintjob,rwrkindp,rhlpoths,rhlpsoc,rflexhrs,xhaustn,physwrk,stress,boredom,danger,unhlthy,unpleznt,planwrk,findwork,bossemps,cowrkers,jobsat,supervis,supnum,moonlite,othhrs,numsites,localnum,totalnum,employer,numemply,forbdcom,forbdrac,forbdmar,allowcom,allowrac,allowmar,cideknew,cidewho,cidesex,cideage,ciderace,cidereg,cidewho2,cidesex2,cideage2,ciderac2,cidereg2,cidewho3,cidesex3,cideage3,ciderac3,cidereg3,aidsknow,aidswho,aidsdead,aidssex,aidsage,aidsrace,aidsreg,aidswho2,aidsded2,aidssex2,aidsage2,aidsrac2,aidsreg2,aidswho3,aidsded3,aidssex3,aidsage3,aidsrac3,aidsreg3,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,vetyears,dwelling,dwelown,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,relate8,gender8,old8,mar8,relate9,gender9,old9,mar9,relate10,gender10,old10,mar10,relate11,gender11,old11,mar11,relate12,gender12,old12,mar12,away12,where12,relate13,gender13,old13,away13,where13,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,isco681,paisc681,spisc681,isco88,paisco88,spisco88,sei,pasei,spsei,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,commun,russia,japan,canada,china,israel,egypt,cohort,marcohrt,zodiac,death,ballot,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1989,1,8,,,2.0,,,,,,,,0,,,4,2,,,,4,2,2,14.0,2.0,,,,,,,,,,,,,,,4,2,,,,4,2,801.0,41.0,1.0,17.0,475.0,48.0,10.0,205.0,,6,2,46.0,58.0,170.0,6,2,,,4,2,,,,4,2,6.0,0.0,22.0,10.0,8.0,3.0,,0.0,0.0,0.0,,1,3,2.0,0,3.0,1.0,,1.0,1.0,3.0,2.0,8.0,4.0,1,0.0,0.0,0.0,1,,0.0,,,,,2,1,1,7072,,,,,,,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,3.0,3.0,,,2.0,,,,3.0,3.0,1.0,1.0,3.0,,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,,,,2.0,0.0,7.0,7.0,,2.0,2.0,,,,5.0,4.0,,1.0,1.0,1.0,4.0,7.0,4.0,3.0,7.0,2.0,,,,2.0,,,,,,,,,,,0.0,1.0,,2.0,5.0,,,0.0,100.0,0.0,6.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,,,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,1.0,1.0,2.0,3.0,5.0,4.0,6.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,4.0,1.0,1.0,4.0,,,,,2.0,4.0,,1.0,1.0,,1.0,,,,,,,,4.0,3.0,,1.0,1.0,1.0,4.0,3.0,,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,1,1.0,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,20.0,0.0,4.0,,,,,,22.0,22.0,,,1.0,,,,,,0.0,8.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,1.0,4.0,1,1.0,1,0,402.0,,6110.0,,,6000.0,,,1221.0,,,45.2,,,,,39.9,45.2,40.3,,,,,,,2.0,,1.0,,9.0,9.0,1.0,1.0,9.0,,1967.0,1981.0,,,2,2,,301,6,1.0,,,0.5107,1067,1,7222.1
1,1989,2,4,,,,912.0,26.0,2.0,669.0,777.0,30.0,641.0,0,4020.0,,6,2,33.0,24.0,,7,3,1,20.0,2.0,2.0,7.0,,,2.0,,,,,,,,,,4,2,,,,4,2,801.0,41.0,1.0,17.0,475.0,48.0,10.0,205.0,,6,2,46.0,58.0,170.0,6,2,,,4,2,,,,4,2,4.0,4.0,40.0,6.0,,,4.0,0.0,0.0,0.0,0.0,1,3,2.0,0,3.0,1.0,,1.0,1.0,2.0,2.0,8.0,4.0,6,1.0,1.0,2.0,2,0.0,1.0,,,,,2,1,1,7072,3.28,7.68,1.64,3.6,6.4,30.2,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,3.0,3.0,,,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,2.0,4.0,,,,3.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,5.0,,,1.0,1.0,1.0,5.0,,,,,4.0,,,,3.0,2.0,,,,2.0,2.0,,,,2.0,0.0,,,4.0,5.0,,,,,,6.0,,,3.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,,3.0,1.0,2.0,,,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,,,2.0,3.0,,,,,1.0,5.0,2.0,3.0,4.0,3.0,7.0,2.0,7.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,2.0,3.0,2.0,2.0,,,,,1.0,4.0,,1.0,,2.0,1.0,,,,,,,,8.0,2.0,,4.0,2.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,,1.0,0.0,1.0,2.0,,1,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,1.0,5.0,5.0,1.0,2.0,3.0,5.0,,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,5.0,,,1.0,5.0,5.0,,,1.0,0.0,8.0,2.0,,,,,,,,0.0,,,,1.0,2.0,39.0,1.0,,,2.0,1.0,39.0,1.0,,,3.0,1.0,16.0,5.0,,,3.0,1.0,14.0,5.0,,,3.0,1.0,11.0,,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1,4.0,11.0,2,1.0,1,0,401.0,5520.0,6110.0,,8340.0,6000.0,,5122.0,1221.0,,29.4,45.2,,13.6,22.3,4.1,39.9,45.2,40.3,,,,,,,,,1.0,,7.0,4.0,,0.0,9.0,9.0,1949.0,1969.0,1.0,1.0,2,1,,301,6,1.0,,,1.0215,1067,1,7222.1
2,1989,3,1,40.0,,,211.0,52.0,2.0,838.0,15.0,69.0,831.0,0,325.0,,6,2,58.0,82.0,8190.0,6,2,5,,,,,,,,,,,,,,,,,4,2,,,,4,2,751.0,17.0,,69.0,869.0,36.0,60.0,6260.0,,6,2,28.0,23.0,770.0,6,2,,,4,2,,,,4,2,1.0,0.0,36.0,16.0,11.0,12.0,,3.0,0.0,1.0,,1,1,6.0,2,2.0,1.0,,2.0,,3.0,1.0,0.0,,1,0.0,0.0,0.0,1,,1.0,,,,,2,1,1,7072,1.27,6.05,8.0,4.86,6.82,54.2,,,,,,,6.89,7.98,5.3,2.25,3.32,20.5,1.0,,,,,,,4.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,3.0,,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,5.0,,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,2.0,4.0,,,,3.0,0.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,1.0,1.0,,2.0,,,,,,3.0,1.0,,2.0,1.0,1.0,1.0,,3.0,3.0,4.0,1.0,1.0,1.0,,3.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,3.0,4.0,5.0,1.0,3.0,2.0,,,,,,,3.0,1.0,,1.0,1.0,,,2.0,,,,4.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,3.0,3.0,1.0,2,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,4.0,,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,23.0,21.0,,3.0,,,,,,,8.0,,,,,,,,,,,,,1.0,1.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,404.0,5920.0,9595.0,,2190.0,9594.0,,5143.0,9312.0,,74.4,28.6,,67.7,76.9,76.8,25.2,20.4,26.6,,,,,,,,,,1.0,,,,,,,1953.0,,,1.0,3,2,,301,6,1.0,,,0.5107,1067,1,7222.1
3,1989,4,1,8.0,,,175.0,55.0,1.0,807.0,187.0,58.0,800.0,0,2700.0,,6,2,58.0,66.0,,7,3,5,,,,,,,,,,,,,,,,,4,2,,,,4,2,,,,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,3.0,0.0,26.0,16.0,,12.0,,3.0,,1.0,,1,1,3.0,1,3.0,5.0,2.0,1.0,2.0,3.0,1.0,0.0,,4,0.0,0.0,0.0,4,3.0,1.0,12.0,12.0,20.0,20.0,2,1,1,7072,1.23,4.31,7.52,4.62,6.42,51.8,,,,,,,,,,,,,2.0,2.0,,3.0,2.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,1.0,4.0,,,,3.0,0.0,5.0,,,4.0,,,,,5.0,3.0,4.0,3.0,1.0,3.0,,,,,,2.0,,,,2.0,,,,,,,,,,,0.0,1.0,3.0,,,70.0,0.0,50.0,50.0,50.0,6.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,,2.0,,2.0,,,,4.0,3.0,2.0,,,,,,,2.0,1.0,1.0,4.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,0.0,2.0,,1.0,1.0,1.0,4.0,4.0,,,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,4.0,0.0,3.0,1.0,1.0,1,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,,,1.0,,,3.0,,4.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,,3.0,,,,,,,2.0,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,,4.0,8.0,2.0,1.0,3.0,2.0,2.0,8.0,2.0,1.0,3.0,2.0,,8.0,1.0,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,0.0,3.0,8.0,88133.0,80690.0,108410.0,102798.0,,15.0,14.0,,3.0,,,,,,0.0,8.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,25.0,5.0,,,8.0,1.0,24.0,5.0,,,8.0,2.0,29.0,5.0,,,8.0,2.0,27.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,100.0,8.0,1,1.0,1,0,312.0,1730.0,,,1730.0,,,2455.0,,,72.5,,,55.0,78.3,44.7,,,,,,,,,,1.0,2.0,1.0,,0.0,2.0,0.0,0.0,1.0,1.0,1963.0,,8.0,1.0,2,1,,301,6,1.0,,,2.0429,1067,1,7222.1
4,1989,5,1,45.0,,,184.0,51.0,2.0,338.0,195.0,60.0,171.0,0,,,7,3,,,6470.0,6,2,3,29.0,,2.0,,,,,,,,,,,,,,4,2,,,,4,2,1.0,57.0,1.0,738.0,23.0,65.0,890.0,800.0,,6,2,60.0,85.0,7280.0,6,2,,,4,2,,,,4,2,1.0,0.0,38.0,16.0,16.0,16.0,,3.0,3.0,3.0,,1,1,5.0,4,3.0,1.0,,1.0,1.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,12.0,12.0,20.0,20.0,2,1,1,7072,0.61,5.48,7.85,5.39,7.37,65.3,,,,,,,1.42,7.69,7.98,4.76,7.29,60.6,1.0,1.0,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,1.0,70.0,,,2.0,0.0,,,,2.0,,,,,,,,,,,,,,,,1.0,60.0,31.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,3.0,1.0,,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,,,,,,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,2.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,4.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,3.0,1.0,1.0,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,1.0,1.0,,,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,,1.0,5.0,1.0,5.0,7.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,36.0,2.0,3.0,8.0,88133.0,80690.0,108410.0,102798.0,,11.0,29.0,,3.0,,,,,,,8.0,,,,,,,,,,,,,1.0,1.0,37.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,308.0,1591.0,1100.0,,1590.0,1100.0,,9997.0,2411.0,,75.2,76.4,,,,,76.3,93.7,72.3,,,,,,,,,,3.0,,,,,,,1951.0,1980.0,3.0,1.0,3,1,,301,6,1.0,,,0.5107,1067,2,7222.1
